	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews	
823	4058 Saint Clair Ave	Zm_0BnYXdeNUBcYFerXVYQ	7.0	Worth Visiting	Kocian Meats & Marketplace	4.0	4.0	4	
824	3359 W 117th St	zRVIGRRZEw3jna2QJwLjpA	1.0	At your own risk	Cleveland Grill	3.0	3.0	3	
825	9500 Euclid Ave	MmHg20VupqMSQXL0jLNFmg	23.0	Worth Visiting	Cedarland At the Clinic	4.0	3.5	21	
826	2221 Professor Ave	RGq0qjn2ifmnRWTJ8bfOPw	338.0	Must Visit!	Press Wine Bar	4.0	3.7	99	
827	18332 Bagley Rd	vBZ0cwtWKUN4t6sFCpSFCw	89.0	Worth Visiting	Thai Origin	3.0	3.3	50	
828	11100 Clifton Blvd	XYQx_ADdAYwfUEgN7eGmQA	19.0	Worth Visiting	Asian Grille	4.0	3.7	29	
829	1625 Euclid Ave	u-H6djIQKi73jNtFaoSuGA	2.0	Its your say finally!	Acappella	3.0	2.7	3	
830	11452 Euclid Ave	evNdyHPR1B8E1aIoUAsGrQ	232.0	Its your say finally!	Chipotle Mexican Grill	2.0	1.5	63	
831	991 E 185th St	aaWhSHpsE285eaSTzDxAMA	161.0	Must Visit!	Bistro 185	4.0	3.7	74	
832	1328 E 55th St	VyqC3N2iBtR6PczQGafe5w	52.0	At your own risk	Diner On 55th	3.0	3.2	20	
833	7020 Carnegie Ave	PXJH9H6fJslcNYHnVTgFCQ	23.0	At your own risk	Popeyes Louisiana Kitchen	3.0	3.2	15	
834	3456 Mayfield Rd	fKJK8Wrfhq9n6qNqWZ6J0Q	25.0	Its your say finally!	Burger King	2.0	2.1	8	
835	2115 Warrensville Ctr Rd	qF-NiRVw5OPD_MPUJNlt9g	16.0	At your own risk	Arby's	3.0	3.3	3	
836	18070 Bagley Rd	PIDtIPKa4Fmd6eMEi7B2jA	10.0	Its your say finally!	McDonald's	3.0	2.6	7	
837	200 Public Square, Site 104	ZeN8xHEhsPS-amDyZSYJ9w	27.0	Worth Visiting	Ruth's Chris Steak House	4.0	4.1	29	
838	7888 Broadview Rd	ATrQfex3fY79YxWw2gsD-g	4.0	Its your say finally!	Great Wall of China	2.0	2.4	10	
839	16902 Harvard Ave	L94TmVg3KpFn9br5LlD56g	1.0	At your own risk	Wingstop	3.0	3.2	4	
840	1051 W 10th St	ZLPAP1YKL56ODigLn4wd3w	160.0	Must Visit!	The Willeyville	4.0	3.8	105	
841	2144 Noble Rd	kHyBKPnqnTiWKBCH9jajGw	8.0	Worth Visiting	Island Style	4.0	4.0	3	
842	5759 Ridge Rd	ZvU3diVRI7LUG6YcwmIKjg	46.0	Worth Visiting	Ridgewood Inn	4.0	3.7	14	
843	1979 W 25th St	H1j34TgbrVZkxeww9xlJTw	319.0	Jewel of a place!	Steve's Gyros	4.0	4.2	145	
844	1307 Auburn Ave	lZTiB75nCqHc8Q4vGZdmoA	380.0	Must Visit!	Lava Lounge	4.0	4.1	77	
845	12859 Brookpark Rd	wgXwKEK9MeJruxx7-w178Q	51.0	Worth Visiting	Freeway Lanes of Parma	4.0	3.9	8	
846	1405 E 9th St	P3LC20iTwxv7CicqgNUXzA	47.0	At your own risk	Captain Tony's Pizza & Pasta	3.0	3.2	16	
847	6871 W 130th St	hh6OnxhTmfoyLo4prSNwBQ	5.0	At your own risk	Great Wall	3.0	3.1	9	
848	7413 Memphis Ave	oK_uwtOectm906rpUtHiug	9.0	Its your say finally!	China House	2.0	1.8	10	
849	5875A Broadview Rd	Kr4HUtvJ8zRjCqbCJRSSSQ	40.0	Must Visit!	Aria Nails	5.0	4.7	43	
850	Whiskey Island Dr	qSVCYsz1sv1b3W4z4WDTsQ	52.0	At your own risk	Cropicana	3.0	3.0	20	
851	11316 Euclid Ave	Hew_aO1WsHAlRpaxXcbgqw	50.0	Its your say finally!	Rascal House Pizza	2.0	2.0	31	
852	5645 Broadway Ave	oTTBpDELlpgMah1o0OIbvA	3.0	Worth Visiting	Broadway Pizza Spaghetti & Sandwich	4.0	3.8	8	
853	1979 W 25th St	F2MJ61d9jDOiY9-Naa8I7Q	36.0	Worth Visiting	Frickaccio's	4.0	4.1	8	
854	1220 W 3rd St	iVvK78ETaEnIZwnDZQV8Qw	60.0	Must Visit!	West 3rd Deli	5.0	4.6	18	
855	3120 Bridge Ave	EP1do6l8hLyIGEru0gN3EQ	942.0	Jewel of a place!	Johnny Mango World Cafe & Bar	4.0	3.8	236	
856	4478 Broadview Rd	eQPmRBwVHCX3mx5ld03OFA	8.0	Must Visit!	Michael's Bakery	5.0	4.8	11	
857	9500 Euclid Ave	klrE4AGf42dXFU2g98TSpg	17.0	At your own risk	Au Bon Pain	3.0	3.3	3	
858	5589 Broadview Rd	lr24BCFNXmnFsIXk4utUjQ	6.0	Worth Visiting	Casamel's Pizza	4.0	4.1	15	
859	401 Euclid Ave	x8dRsP9mpI2FD6vazC990A	115.0	Must Visit!	Zen Cuisine	4.0	4.4	20	
860	230 Prospect Ave	MTQot6uazWb2SV3WABa20Q	341.0	At your own risk	Lincoln Tap House	3.0	2.9	44	
861	1293 W 9th St	ZspvlO5Dvtd517YhVLJJ_A	205.0	Must Visit!	Tomo Sushi & Hibachi	3.0	2.8	153	
862	530 Euclid Ave	v4PsaviYCaSaFIejGszMvg	75.0	Must Visit!	Kabob House	5.0	4.6	26	
863	West Side Market	F-RyIw_kNi4a6TCt281j0A	143.0	Must Visit!	Frank's Bratwurst	5.0	4.6	25	
864	1844 W 25th St	hTSIT3puu8m8-kOZYS4Zdg	639.0	Jewel of a place!	Ohio City Burrito	4.0	3.6	183	
865	530 Euclid Ave, Ste 10	1ForN8iXqYZ_dZZcOkvVeA	153.0	Worth Visiting	P.J.'s Luncheonette	4.0	3.6	36	
866	Cleveland Hopkins Int'l Airport	CIUI73p0D9TSCUvNznn_Eg	69.0	At your own risk	Bruegger's Bagels	3.0	3.0	28	
867	3936 Mayfield Rd	km0bFbcjmggC-TfALhc75Q	36.0	Must Visit!	Taste of Jamaica	4.0	4.4	29	
868	797 Bishop Rd	vuC03KldDXReH8VTqRK03g	6.0	Worth Visiting	LaRich's Pizza	4.0	3.7	6	
869	236 Euclid Ave	B6nhGEqt6rzXw6TwltTspA	88.0	Must Visit!	PIZZAFIRE	3.0	3.4	76	
870	7080 Engle Rd, Ste B	jjBTBObnHrY87qQIMybjzQ	23.0	Worth Visiting	Blue Jade	4.0	3.7	24	
871	11457 Mayfield Rd Cleveland	ugGMhvYnjheG3rHKxK2-gQ	48.0	Must Visit!	Euro Wafel Bar	4.0	4.1	35	
872	8225 Carnegie Ave	zYbEKtLeosxhTzF4zSRIyA	29.0	At your own risk	Rumi's Market and Deli	3.0	3.1	19	
873	18332 Bagley Rd	pGjtxXBq4tZcdKdgTU-Tww	56.0	Must Visit!	Little Hong Kong	4.0	4.5	44	
874	4277 W 150th St	HNv5U4CnJIY5CiwdedVrHQ	303.0	Must Visit!	AMP 150	4.0	3.7	117	
875	2523 Market Ave	wOKcWLyN1DhSEl3Y1eG5nQ	617.0	Jewel of a place!	Flying Fig	4.0	4.0	364	
876	3735 Pearl Rd	Vz6JVuA6guXVBIMJF-2g3g	2.0	Its your say finally!	Wendy's	1.0	1.0	3	
877	1300 W 9th St	LWk7Q5CTjpK-k_TfXdbApQ	183.0	Must Visit!	Brasa Grill	3.0	3.3	146	
878	17119 Lorain Ave	4t6z1AT8qBfwaBm13d1GMA	428.0	Must Visit!	PJ McIntyres Irish Pub	4.0	3.8	53	
879	15335 Waterloo Rd	xFl6krZlEO5vrX5LzsCsGQ	53.0	Worth Visiting	Waterloo Brew	4.0	3.5	12	
880	6261 Pearl Rd	mlqdbe7cC5xgg0KSSPyasA	16.0	Worth Visiting	Penn Station	4.0	4.0	6	
881	1104 Rowley Ave	M4RwZL5bTBTwwbVcoaDbtw	136.0	Must Visit!	Rowley Inn	5.0	4.6	69	
882	4616 Clark Ave	8B6HoeMy-xCeOarkMANdZA	16.0	Must Visit!	Quisqueya La Bella	5.0	4.8	17	
883	16822 Chagrin Blvd	E_tvJL3lfmCTWAcq2js8Kw	36.0	Its your say finally!	A Touch of Italy	2.0	2.4	20	
884	3375 W 117th St	0KufZ-0fcNdHmLGgk62ZMQ	26.0	Must Visit!	Westown Grind Caffe	5.0	4.8	5	
885	13181 Cedar Rd	Pawavw9U8rjxWVPU-RB7LA	29.0	Worth Visiting	Richie Chan's Chinese Restaurant	4.0	3.8	24	
886	2391 W11th St	i40pCeg6QG5CsAvP0Vp0Xg	15.0	At your own risk	Bistro On Lincoln Park	3.0	3.1	18	
887	2136 Murray Hill Rd	9_0FtoabuC42T7AWDk5_sA	307.0	Jewel of a place!	Algebra Tea House	4.0	4.1	126	
888	1510 W 117th St	-jehSax3LB7Jm4fzaWtegg	16.0	Worth Visiting	Mr. Hero	4.0	3.9	7	
889	434 E 200th St	29TiCPFXWtmg4kjZSZIvFg	11.0	Worth Visiting	Kristy's	4.0	4.0	9	
890	13000 Lorain Ave	_Rw3EkxvI_tJIVbnT5jT2A	91.0	Must Visit!	Caffe Roma	4.0	3.8	46	
891	1912 Snow Rd	B2lr7sQv1NDujuD37tTBNw	12.0	Worth Visiting	Antonio's Pizza	4.0	3.8	24	
892	13201 Shaker Sq	u1qzJu0JwbKU-HjIFjq8kw	387.0	Must Visit!	Dewey's Coffee House	4.0	4.1	72	
893	17209 Lorain Ave	4xnurYLQHpLgsVcWB2fEkA	193.0	At your own risk	Panini's	3.0	3.2	13	
894	1352 West Sixth St	GAxUBjzhiyPZl4Atk30MCQ	16.0	Worth Visiting	Metro Bar and Kitchen	4.0	3.5	13	
895	1261 W 76th St	aiU0FRtHTIHBWMYapw79LA	353.0	Must Visit!	The Reddstone	3.0	3.2	90	
896	1332 Carnegie Ave	4juuUn_vuJLP4MMFJetXfw	9.0	Worth Visiting	Jazz 28	4.0	4.0	3	
897	2136 Rockwell Ave	a58P2BPCCbQgDMbEoLfWzg	248.0	Must Visit!	Emperor's Palace	4.0	3.5	100	
898	1301 E 9th St, Ste G-200	v8k8aVrVzWoG54U_OkMGOw	8.0	At your own risk	Great Steak	3.0	3.0	5	
899	10810 Brookpark Rd	fQP_jXrSoVKty5zxV3_Z6g	108.0	At your own risk	IHOP	3.0	2.8	41	
900	15711 Waterloo Rd	CDqPVVvQtVncNQGydnZy7A	599.0	Jewel of a place!	Beachland Ballroom and Tavern	4.0	4.2	125	
901	1938 Euclid Ave	F0TQeC2VGQDZbYjtrL3QTQ	42.0	Worth Visiting	Bloom Bakery at Campus District	4.0	4.2	17	
902	17116 Chagrin Blvd	G5rqI8RjYa5Jkoo1lYbdPw	1.0	At your own risk	Marco's Pizza	3.0	3.0	3	
903	10427 Clifton Blvd	E50mr3xobsahb77IBRwVTQ	221.0	Worth Visiting	Clifton Martini & Wine Bar	3.0	3.2	80	
904	824 W St Clair Ave	9JUynLfWPwe1X9gsJS6FTA	433.0	Jewel of a place!	Cleveland Chop	4.0	3.6	213	
905	3314 Warren Rd	QjEob2WSROiBPVjh0-BfxQ	128.0	Worth Visiting	The Third Place	4.0	3.8	24	
906	1541 E 38th St	2RmL-l7oQQOKNshFMoKl4w	244.0	Worth Visiting	Asia Food Company	4.0	4.0	27	
907	4408 Detroit Ave	ObelBwE40B5oYm2aA8yTjw	480.0	Must Visit!	The Harp	4.0	3.8	129	
908	401 Euclid Ave	rnvKg9DtsAIHWU4eywsqmA	17.0	Must Visit!	Boney Fingers BBQ	5.0	4.9	27	
909	Cleveland Hopkins International Airport	Gbo1RSbSjl0Mj_ekV0MS4w	32.0	At your own risk	Subway	3.0	3.0	6	
910	1822 W 25th St	ZcbGfZ0GYjvJp9xi5uE9KA	14.0	Must Visit!	Pizza Whirl	5.0	4.5	53	
911	7786 W 130th St	ZNB91myFoOYgyXoG5LQeGQ	13.0	Its your say finally!	Alfonso's Restaurante & Catering	2.0	1.8	21	
912	1979 W 25th St	DDzUKZj7EU4mLNbRWwMoFw	70.0	Worth Visiting	Orale Contemporary Mexican Cuisine	4.0	3.7	23	
913	1384 W 6th St	Vc8sXKEdO9yVxbRlwBFHKQ	29.0	Its your say finally!	China Sea	2.0	2.4	17	
914	1378 W 6th St	Qeie5-8-S_hLPk7_ujpajw	548.0	Jewel of a place!	The Nauti Mermaid	3.0	3.3	202	
915	3364 Warren Rd	CbsS6VvPsIvpytUbLAu71Q	46.0	At your own risk	Oriental Palace Buffet	3.0	2.8	37	
916	6200 Quarry Ln	nRmTDIs3Gbis9aX2-v1qcw	128.0	Worth Visiting	Shula's 2	3.0	2.8	69	
917	6102 Memphis Ave	3XCW8Z56FFcHyEDa4nLHEw	4.0	At your own risk	Bert's Brooklyn Deli	3.0	3.3	3	
918	13206 Shaker Square	GtxwFRoQTitTa6u3oVgS0g	3.0	Must Visit!	Juice Up Cold Lpress	5.0	4.7	7	
919	772 E 185th St	xVWLSFGNr4w4DYvYiafMPw	2.0	Worth Visiting	Holland BBQ	4.0	3.9	8	
920	16700 Lorain Ave	JdqSgTOP98XScttH-25nVA	5.0	Its your say finally!	Red Bar And Lounge	2.0	2.5	4	
921	3830 W 140th St	fM-29EyHcLXBrYyzNKNRvg	6.0	Worth Visiting	LaMarca's Pizza	4.0	4.3	3	
922	2999 Payne Ave, Ste 102	ijY4C4ut4M9xg3QvK2R2pg	1051.0	Jewel of a place!	Li Wah	4.0	3.5	246	
923	2401 Ontario St, Right Field District	AFL43sQNnLsEhw-jspA2xA	2.0	Its your say finally!	Melt Ballpark	2.0	1.7	6	
924	1900 Euclid Ave	tIby_wfzpZ5QH02IWFNogg	58.0	Worth Visiting	China Sea by CSU	4.0	3.6	33	
925	12207 Mayfield Rd	nIJr76IGIGS3nkmieY3Vow	286.0	Must Visit!	Trattoria Roman Gardens	4.0	3.6	160	
926	4830 Memphis Ave	2hJNAFFy2qOqmIIKFjcw9w	1.0	At your own risk	Bella Pizza	3.0	3.3	7	
927	5300 Riverside Dr	n_UlhRNcv9dm04NbUNBrFQ	179.0	Worth Visiting	Currito - Cleveland	3.0	3.2	63	
928	5300 Riverside Dr	7qM5o9edXqf0Qo54Y4ABEQ	6.0	Its your say finally!	5300 Boulevard	1.0	1.3	3	
929	12703 Lorain Ave	C7dj06ZUM-5P-_DMLckcVA	267.0	Worth Visiting	Lion's Pub	4.0	3.8	43	
930	523 E 185th St	WvGHNuPHebXae2sDbDjuhA	3.0	Worth Visiting	Mr. Hero	5.0	4.7	3	
931	17105 Grovewood Ave	BLfCMa2yWNo70D3wwAxwow	159.0	Must Visit!	Grovewood Tavern and Wine Bar	4.0	4.2	85	
932	1852 Columbus Rd	qZZ8VU1Bk-xCruEAZNwm6A	129.0	Must Visit!	Sainatos	4.0	3.9	57	
933	2175 S Green Rd	dWShECwk4R1cQhzOzJXtIQ	44.0	Worth Visiting	Los Arcos Mexican Restaurant Bar and Grill	4.0	4.0	38	
934	12405 Mayfield Rd	tXJkGjBkGOZHWAcCmlzS6w	66.0	Must Visit!	Valerio's Restaurant	4.0	4.0	43	
935	5720 Ridge Rd	loXkZgAd70KMjP8ISCnZPQ	40.0	Must Visit!	China Express	4.0	4.5	15	
936	3211 Clark Ave	PuY09XUxfQhURBhaQNJuqw	13.0	Its your say finally!	McDonald's	2.0	2.3	6	
937	10616 Lorain Ave	tvUGZRnbtgjwZimkiq3eGA	35.0	Its your say finally!	Subway	2.0	2.0	3	
938	3415 Brookpark Rd	dN2y_stPXdw1u0io64fc0w	17.0	At your own risk	Zig's Pub & Grill.	3.0	3.0	10	
939	5109 Memphis Ave	jAjJ0ESnlDzIk7-KJPQKyQ	13.0	Worth Visiting	The City Diner	4.0	4.0	32	
940	1325 E 6th St	t2O4Qx74U_IfBzDHJzvUCA	769.0	Jewel of a place!	Urban Farmer	4.0	3.8	380	
941	7524 Father Frascati	DBGf3gaJ30ObzQ5fo1SSLg	116.0	Worth Visiting	Battery Park Wine Bar	4.0	3.7	36	
942	2767 Euclid Heights Blvd	qeJ8OUASkd0KQ1oEN3P--w	13.0	Worth Visiting	The Dog House	4.0	3.9	10	
943	6007 Brookpark Rd	_rFhH-eSg6heHC9m0t-cBg	47.0	Worth Visiting	Characters Sports Bar and Grill	4.0	4.2	21	
944	6365 Pearl Rd	KJuWKVel8fO37UTtXkpZ_w	30.0	Worth Visiting	The Clubhouse	3.0	3.4	28	
945	2781 Euclid Heights Blvd	a1uoERTwwlf6yTAWaSUakA	4.0	At your own risk	Fracas Restaurant	3.0	2.8	12	
946	520 Westgate	PNdjgI6mZYXKCTBKiVQMRg	17.0	Its your say finally!	Mark Pi's	2.0	1.8	5	
947	2710 Lorain Ave	1KRnx1P4gYlkpmezGTERaA	278.0	Must Visit!	Touch Supper Club	4.0	3.6	103	
948	6535 Wilson Mills Rd	binymvD2QxETihoAmHOMSQ	60.0	At your own risk	Austin's Smokin' Steakhouse	3.0	2.9	46	
949	1078 Old River Rd	TWrjQ4Ulr6NSwiGOaGzFrQ	4.0	At your own risk	Panini's Bar & Grill	4.0	3.5	4	
950	6512 Clark Ave	ugPCIr4fZXtuHbC6xNctaA	17.0	Worth Visiting	Mom's Family Restaurant	4.0	4.0	13	
951	1264 W 3rd St	dOIUk3wm8LU8-FUpCKa1eg	48.0	Worth Visiting	Karl's Inn Of The Barristers	4.0	3.7	41	
952	5600 Highland Rd	qp0UKeN7QkMPPZnx_vnOmg	14.0	Worth Visiting	Distefano's Authentic Italian Foods	4.0	4.4	10	
953	2800 Clinton Ave	SGZAsdQAp0SjtMDjXWBPYw	345.0	Jewel of a place!	Banana Blossom Thai Cuisine	4.0	4.2	138	
954	15210 Bagley Rd	7toYPf5ZAjCkEuwaMPtDwQ	55.0	Worth Visiting	Wah Fu Chinese Restaurant	3.0	3.3	40	
955	17811 Euclid Ave	aPhxmyXOBKtxdv47EYkcHQ	2.0	At your own risk	Sub City	3.0	3.2	4	
956	13932 Triskett Rd	y8KBzM9iE9v8q0FeAPn0yQ	27.0	At your own risk	Woody's Bar & Grille	3.0	3.0	5	
957	1762 E 18th St	hrvjRWqHOkPa9jBPpX1B8A	574.0	Must Visit!	Becky's	4.0	3.8	60	
958	18400 Detroit Ave	RRUyGOb4MDlPLNHIq9gMRg	3.0	At your own risk	Papa John's Pizza	3.0	3.0	4	
959	13202 Shaker Sq	3z6gQVDbWuykm-a8R1YyJg	24.0	Worth Visiting	Captain Tony's Pizza	3.0	3.4	18	
960	1515 Euclid Ave	DcdHd6FxqozvZhKdJ6e-vA	5.0	Its your say finally!	Sammy's at PlayhouseSquare	2.0	2.2	4	
961	21930 Lorain Rd	bJtlSfdr8KPCSsOr9PvGjw	13.0	Worth Visiting	Gina's Place	4.0	4.3	15	
962	2193 Professor Ave	0S4mVrhhSfTsKRtBF_W_BQ	47.0	At your own risk	Tony's Southside Pizza	3.0	3.4	14	
963	1948 W 25th St	GQRql4WEd_tdMXJDzb7WIA	812.0	Jewel of a place!	McNultys Bier Markt	4.0	3.9	155	
964	4002 Jennings Rd	EJGv2la6CcZmEIpkE4hzyg	4.0	Worth Visiting	Iron City Cafe	4.0	4.3	3	
965	6301 Fleet Ave	W97YBvhkOOel-HkBBfQbYw	29.0	Worth Visiting	Seven Roses	4.0	3.6	31	
966	2115 Brookpark Rd	zCyyPH-7DIvv0XgnW_7Fwg	21.0	Worth Visiting	Knuckleheads	4.0	4.5	4	
967	11425 Euclid	GEkDYesNiLzMA4Ib0velBg	70.0	Worth Visiting	Potbelly Sandwich Shop	4.0	3.7	18	
968	2175 Cornell Rd	Jbl6p9CVkfCB8fWYFd2-Qw	74.0	Worth Visiting	Club Isabella	3.0	3.5	62	
969	3900 Lorain Ave	OKYp_AwhXfqL_0Pgw1WB9Q	706.0	Jewel of a place!	Jack Flaps	4.0	3.9	385	
970	1148 Main Ave	ntds2JP29DPYp765oFqptw	39.0	Worth Visiting	Rusty Anchor	4.0	3.5	45	
971	4181 W 150th St	zKaeae3yRGgb21Os-v6eOA	11.0	Its your say finally!	The Hub Bar & Grill	2.0	2.3	13	
972	2800 Whiskey Island	Rcx0AQSEmqiuRDE_FUMUGQ	43.0	Its your say finally!	Whiskey Island Still & Eatery	3.0	2.5	19	
973	2072 Murray Hill Rd	-V-fpvR47iZJ5jq8Eit7ng	125.0	Must Visit!	Murray Hill Market	5.0	4.6	49	
974	11213 Detroit Ave	Yyag9ZHs0hZ7UIGFC04Vqw	617.0	Must Visit!	Now That's Class Lounge	4.0	3.9	46	
975	1409 Brookpark Rd	w1rHHt72BON3K_C4caDDXw	94.0	Must Visit!	Pupuseria Katarina	4.0	4.4	45	
976	10435 Clifton Blvd	9tqtjCPLBs_WSC7T9p6ruQ	13.0	Worth Visiting	Project: Pizza	5.0	4.6	5	
977	4348 Pearl Rd	G_CW38j3t6VOZiiYtJQvng	37.0	Must Visit!	Gyro Guys	5.0	4.6	41	
978	1930 Columbus Rd	Xm0BdTIRqtTIgacx_JjICA	361.0	Worth Visiting	Hoopples	4.0	3.8	42	
979	4150 Lorain Ave	YNUzS_mEKaEAKGyUqjqZtw	9.0	Worth Visiting	B and G Tavern	5.0	4.6	5	
980	2218 Murray Hill	dhrv6GXy5otbzabXMXbOLg	3.0	At your own risk	Sunny Side Up	3.0	3.3	6	
981	1848 W 25th St	pM5OiwjOih7twp4mP0Rmhw	447.0	Must Visit!	The Old Angle Tavern	4.0	3.8	78	
982	200 Public Sq, 3rd Fl	_yKeTKNvXaBduAkRIS84Aw	158.0	Worth Visiting	Kafeteria	4.0	3.8	35	
983	2316 Mulberry Ave	nlrUUtIO0s0a6umCE55prA	97.0	Worth Visiting	Mulberry's	4.0	3.8	10	
984	5956 State Rd	tCVma1LcSnLWBRqJoTom5g	11.0	Worth Visiting	Napoleon's Pizza	4.0	3.9	28	
985	12112 Mayfield Rd	W07TY9cx2ZpDQyAn0ynMQg	219.0	Must Visit!	La Dolce Vita	3.0	3.2	169	
986	55 Public Sq	WpOMfnH8hvUOENVNn9xMsQ	57.0	Worth Visiting	John Q's Steakhouse	3.0	3.4	28	
987	5160 Ridge Rd	G6FARrnzBdWawIe_S2IFOA	7.0	At your own risk	Arby's	3.0	3.2	6	
988	12301 Mayfield Rd	ZPAkg2phFo_p3U-QjvHVPw	326.0	Jewel of a place!	Mama Santa's	3.0	3.3	234	
989	2366 W 11th St	1u4EvujoBP37oEL4SGLpgA	413.0	Must Visit!	Civilization	4.0	3.9	99	
990	740 W Superior Ave	THc8RsAa8_ohIR21NCnLog	53.0	Worth Visiting	Take 5 Rhythm and Jazz	3.0	3.4	20	
991	6724 Mayfield Rd	ZWq8Fq13JPDAqt7rPjSwcQ	102.0	Worth Visiting	Cork-N-Bottle	3.0	3.5	34	
992	1332 Carnegie Ave	pWyhmTVRNw6hix3J__SqvQ	181.0	Must Visit!	Hotspot Cafe	4.0	3.8	112	
993	23611 Chagrin Blvd	_5inlOVvlrCOKcI772RqJQ	91.0	At your own risk	Benihana	2.0	2.2	87	
994	4848 Broadview Rd	mXaqyzYTqiTc-LrTFAm0Yw	44.0	Must Visit!	Sabor Miami Cafe & Gallery	5.0	4.9	41	
995	3283 W 117th	OZhRvcJ8WjnvRaRQVirD6w	18.0	At your own risk	China Star	3.0	2.9	9	
996	12209 Mayfield Rd	Dm9p-2DX-3ID90_DsLHauQ	137.0	Worth Visiting	Fuel Coffee Bar	4.0	4.1	25	
997	230 W Huron Rd, Ste 8560	UOOqfmHLIok1l3q3l32YCQ	45.0	At your own risk	It's Greek To You	3.0	3.2	8	
998	4176 Rocky River Dr	ldoNHXUnh62ZhHwbr7EBqA	21.0	Must Visit!	Dante's Pizza	4.0	4.2	28	
999	11311 Euclid Ave	k-XN0KuOWPU5xZlfXOVSlA	242.0	Must Visit!	Ninja City Kitchen and Bar	3.0	3.4	154	
1000	1423 E 21st St	9cyYy7cbboWsth_4yd7XDw	5.0	At your own risk	Mardi Gras Restaurant	3.0	3.3	3	
1001	5859 Ridge Rd	7kjQBf9FvS-wUXawx965QQ	3.0	At your own risk	P Jay's Pizza	3.0	3.0	12	
1002	2173 S Green Rd	yBHltbm3DqNaKgBgTMpxsA	21.0	Worth Visiting	Happy Buddha Cafe	4.0	3.9	20	
1003	1505 Euclid Ave	3-PNVMyFBJEDAGghumsY5Q	46.0	At your own risk	Moko Coffee & Tea	3.0	3.2	23	
1004	16600 Chagrin Blvd	vaOeSb5w8uCZFhyrU8VfJQ	1.0	Its your say finally!	Georgio's Oven Fresh Pizza	2.0	2.3	3	
1005	2505 Professor Ave	7xfeQhen2wLnvFuQNvmTAg	98.0	Jewel of a place!	Tandul	4.0	4.1	131	
1006	11460 Uptown Ave	fId--RMAhHZcJagMSD-aUw	150.0	Must Visit!	Crop Kitchen	4.0	3.5	86	
1007	4760 Grayton Rd	zCs-HD0bS2RUZG9lbotPtA	5.0	Its your say finally!	Subway	3.0	2.7	3	
1008	401 Euclid Ave	p5uB6cp17euTJSG6AV3f4Q	13.0	Worth Visiting	Rose's Braai	4.0	4.4	9	
1009	1918 Lee Rd	J-c9f_geQDMcNiZSjJDDYw	104.0	Must Visit!	Mekong River Restaurant	4.0	3.9	48	
1010	230 W Huron Rd Ste 7244, #7244	X2WmQQFWLloDLXkoyqHKnA	7.0	At your own risk	Kelly's Cajun Grill	3.0	3.0	7	
1011	470 E 152nd St	G0F3kmnES1i8a9Vp78ct7w	12.0	Worth Visiting	New Jackie Chen's Chinese Restaurant	4.0	3.7	6	
1012	1848 W 25th St	PNMsWRyh4X1xfPil5vhywA	140.0	Must Visit!	Bogtrotters Doorstep	4.0	4.1	88	
1013	18334 Bagley Rd	ZLanOvPw7BscWDo0yC8Ncg	203.0	Must Visit!	Aladdin's Eatery	4.0	4.5	64	
1014	5975 Canal Rd	p8JB_gaDUuJFwypSZOSYMg	18.0	At your own risk	Hoggy's Restaurant	3.0	2.8	11	
1015	3709 Payne Ave	dN0GBmRHgxFPCWtejNkKbw	14.0	Worth Visiting	Hansol	4.0	4.0	15	
1016	1800 Euclid Ave, Ste 3	hkYRgPoWUQXJ8iHXSqvFZA	3.0	At your own risk	Pizza Pan	3.0	3.4	7	
1017	806 Literary Rd	g0MQNtwxfUBisDA7hMuLEA	55.0	Worth Visiting	806 Martini and Wine Bar	4.0	3.5	31	
1018	850 Euclid Ave	WAzIjBcsRIY7HKhTMxVeow	171.0	At your own risk	Black Dog Kitchen & Bar	3.0	3.0	32	
1019	6140 Broadway Ave	SkdgjduPd1W1jzJBnJWRXQ	3.0	Its your say finally!	Popeyes Louisiana Kitchen	1.0	1.0	3	
1020	12501 Lorain Ave	_doekI31rRF3iLOZhbzVeg	3.0	Worth Visiting	Tapatia's Taqueria	4.0	4.0	9	
1021	4462 Denison Ave	Zv2ZxnAZLswC3IXyiHhYeA	8.0	Worth Visiting	Lovellee's Pizzeria	4.0	4.4	8	
1022	11100 Clifton Ave	umYIc-FJg-3tsqoVaM-Mnw	98.0	Jewel of a place!	Earth Bistro Cafe	5.0	4.8	107	
1023	2523 Market Ave	s7SaLKwhfRXZqYY6NClLew	64.0	Worth Visiting	Market at Flying Fig	4.0	4.2	24	
1024	234 Euclid Ave	oxeW1tSB-e_oIzCQZtqyTw	1112.0	Jewel of a place!	Noodlecat	3.0	3.1	467	
1025	1261 W 6th St	4V2KN03EJMzaoOmLOy5UhQ	697.0	Worth Visiting	Barley House	3.0	2.8	112	
1026	123 W Prospect Ave	54kfE6vauORUVUifLagkXQ	102.0	Must Visit!	Hyde Park Prime Steakhouse	4.0	4.1	54	
1027	3323 W 25th St	C68LYoOSiitXTczAFXjdiQ	88.0	Must Visit!	Maha's Cafe	5.0	4.6	23	
1028	27520 Chagrin Blvd	n5S6BuEvl96RgCTafnYkvg	2.0	Its your say finally!	Papa Santi's	2.0	2.2	4	
